iteration,reward_mean,length_mean,games,loss
102000,21.5,24.5,8,0.016886766999959946
102500,13.0,16.0,8,0.02821888029575348
103000,14.25,17.25,8,0.010700352489948273
103500,9.12,12.12,8,0.032389260828495026
104000,12.5,15.5,8,0.00907355360686779
104500,9.38,12.38,8,0.007374490145593882
105000,15.75,18.75,8,0.06861928105354309
105500,14.25,17.25,8,0.012840816751122475
106000,16.88,19.88,8,0.011155545711517334
106500,19.5,22.5,8,0.008084443397819996
107000,20.62,23.62,8,0.015032335184514523
107500,14.12,17.12,8,0.007852395065128803
108000,14.33,17.0,9,0.015085805207490921
108500,20.75,23.75,8,0.01141202449798584
109000,11.75,14.75,8,0.008835929445922375
109500,16.38,19.38,8,0.0067484513856470585
110000,18.88,21.88,8,0.017613887786865234
110500,20.88,23.88,8,0.018031364306807518
111000,11.25,14.25,8,0.005620603449642658
111500,18.25,21.25,8,0.006653964519500732
112000,15.0,17.6,10,0.008161275647580624
112500,18.5,21.5,8,0.008825555443763733
113000,16.88,19.88,8,0.018762266263365746
113500,21.62,24.62,8,0.010065875947475433
114000,11.38,14.38,8,0.02219114452600479
114500,17.75,20.75,8,0.007630034349858761
115000,11.5,14.5,8,0.004356083460152149
115500,17.12,20.12,8,0.012636763975024223
116000,15.62,18.62,8,0.008338812738656998
116500,12.88,15.88,8,0.013030899688601494
117000,17.88,20.88,8,0.007263753563165665
117500,15.25,18.25,8,0.008852934464812279
118000,14.25,17.25,8,0.008659631945192814
118500,20.5,23.5,8,0.009436313062906265
119000,7.5,10.5,8,0.007105105556547642
119500,12.12,15.12,8,0.011092404834926128
120000,19.88,22.88,8,0.021347535774111748
120500,17.38,20.38,8,0.005946001037955284
121000,17.5,20.5,8,0.008151140064001083
121500,20.25,23.25,8,0.006345018744468689
122000,16.75,19.75,8,0.03723008185625076
122500,15.5,18.5,8,0.013981622643768787
123000,19.62,22.62,8,0.02508159540593624
123500,20.88,23.88,8,0.009427467361092567
124000,12.38,15.38,8,0.03846467658877373
124500,16.62,19.62,8,0.008735081180930138
125000,17.38,20.38,8,0.017831342294812202
125500,13.62,16.62,8,0.007263191509991884
126000,20.12,23.12,8,0.027596037834882736
126500,11.0,14.0,8,0.010693350806832314
127000,15.88,18.88,8,0.004979475401341915
127500,10.75,13.75,8,0.005679002963006496
128000,17.25,20.25,8,0.01494183111935854
128500,14.12,17.12,8,0.006627271883189678
129000,16.12,19.12,8,0.01897207461297512
129500,13.62,16.62,8,0.013863501138985157
130000,17.75,20.75,8,0.009028730913996696
130500,17.38,20.38,8,0.01022826787084341
131000,21.12,24.12,8,0.007296116091310978
131500,16.75,19.75,8,0.013799739070236683
132000,18.25,21.25,8,0.012993376702070236
132500,16.38,19.38,8,0.009794682264328003
133000,19.12,22.12,8,0.005975351668894291
133500,17.5,20.5,8,0.007920650765299797
134000,15.12,18.12,8,0.03468092530965805
134500,15.75,18.75,8,0.007645024918019772
135000,18.62,21.62,8,0.007428782060742378
135500,22.75,25.75,8,0.019699672237038612
136000,22.0,25.0,8,0.007381436415016651
136500,21.25,24.25,8,0.01080922968685627
137000,18.75,21.75,8,0.03355467692017555
137500,20.62,23.62,8,0.007882026955485344
138000,18.38,21.38,8,0.0068612052127718925
138500,15.5,18.5,8,0.010944225825369358
139000,19.25,22.25,8,0.025730177760124207
139500,8.62,11.62,8,0.018791088834404945
140000,16.62,19.62,8,0.017951831221580505
140500,21.88,24.88,8,0.014230821281671524
141000,17.75,20.75,8,0.004058468155562878
141500,20.0,23.0,8,0.020678043365478516
142000,14.7,17.4,10,0.008408141322433949
142500,12.75,15.75,8,0.005168183706700802
143000,21.5,24.5,8,0.006423472426831722
143500,20.5,23.5,8,0.010119443759322166
144000,18.12,21.12,8,0.01333601213991642
144500,20.25,23.25,8,0.009503333829343319
145000,20.0,23.0,8,0.01815822720527649
145500,21.25,24.25,8,0.006037157028913498
146000,14.0,17.0,8,0.013472849503159523
146500,18.25,21.25,8,0.00955818872898817
147000,19.62,22.62,8,0.022203680127859116
147500,10.62,13.62,8,0.015570650808513165
148000,20.38,23.38,8,0.007243896834552288
148500,23.0,26.0,8,0.01707223802804947
149000,20.62,23.62,8,0.01912720873951912
149500,20.88,23.88,8,0.007879171520471573
150000,17.25,20.25,8,0.00813215784728527
150500,18.5,21.5,8,0.01850849762558937
151000,18.62,21.62,8,0.007767114322632551
151500,19.62,22.62,8,0.03155232220888138
152000,12.62,15.62,8,0.011404817923903465
152500,18.62,21.62,8,0.006094468757510185
153000,16.25,19.25,8,0.007869270630180836
153500,23.25,26.25,8,0.007522200234234333
154000,13.88,16.88,8,0.020517313852906227
154500,18.38,21.38,8,0.010020999237895012
155000,22.62,25.62,8,0.006027349270880222
155500,16.5,19.5,8,0.008038418367505074
156000,16.5,19.5,8,0.011708835139870644
156500,20.38,23.38,8,0.010651906952261925
157000,15.75,18.75,8,0.01988327130675316
157500,18.88,21.88,8,0.025444863364100456
158000,15.0,18.0,8,0.0073245977982878685
158500,22.5,25.5,8,0.009122231975197792
159000,18.88,21.88,8,0.011175589635968208
159500,19.38,22.38,8,0.011860022321343422
160000,18.62,21.62,8,0.008082849904894829
160500,18.12,21.12,8,0.0067325010895729065
161000,17.0,20.0,8,0.013845661655068398
161500,19.75,22.75,8,0.006842040456831455
162000,16.38,19.38,8,0.013242974877357483
162500,19.25,22.25,8,0.014378686435520649
163000,17.75,20.75,8,0.026699019595980644
163500,15.62,18.62,8,0.007577375043183565
164000,16.75,19.75,8,0.01329103484749794
164500,15.38,18.38,8,0.010734925046563148
165000,21.75,24.75,8,0.010470634326338768
165500,24.5,27.5,8,0.004105999134480953
166000,16.75,19.75,8,0.009461996145546436
166500,16.5,19.5,8,0.010719812475144863
167000,17.38,20.38,8,0.006261715665459633
167500,17.25,20.25,8,0.009425671771168709
168000,18.88,21.88,8,0.015219846740365028
168500,19.12,22.12,8,0.006664196960628033
169000,19.12,22.12,8,0.005682238377630711
169500,11.38,14.38,8,0.0073007033206522465
170000,17.0,20.0,8,0.0058313957415521145
170500,20.38,23.38,8,0.011962189339101315
171000,20.25,23.25,8,0.0052231913432478905
171500,18.25,21.25,8,0.004713411908596754
172000,10.0,13.0,8,0.0061665186658501625
172500,19.0,22.0,8,0.013835037127137184
173000,23.25,26.25,8,0.019429795444011688
173500,17.5,20.5,8,0.0165918730199337
174000,19.12,22.12,8,0.029136549681425095
174500,15.38,18.38,8,0.004994695074856281
175000,16.5,19.5,8,0.02438606321811676
175500,14.88,17.88,8,0.00868747103959322
176000,18.0,21.0,8,0.008290867321193218
176500,18.0,21.0,8,0.03208315372467041
177000,19.38,22.38,8,0.02181660383939743
177500,18.5,21.5,8,0.006876819767057896
178000,14.0,17.0,8,0.01147166732698679
178500,14.88,17.88,8,0.008566334843635559
179000,18.88,21.88,8,0.010854500345885754
179500,19.62,22.62,8,0.013811791315674782
180000,18.25,21.25,8,0.005017329938709736
180500,15.38,18.38,8,0.02784973569214344
181000,20.25,23.25,8,0.014252709224820137
181500,17.62,20.62,8,0.015507202595472336
182000,16.5,19.5,8,0.0075011225417256355
182500,17.12,20.12,8,0.007910140790045261
183000,19.5,22.5,8,0.009426435455679893
183500,13.0,16.0,8,0.016509898006916046
184000,18.5,21.5,8,0.00421178201213479
184500,23.62,26.62,8,0.010035614483058453
185000,23.25,26.25,8,0.012042604386806488
185500,22.62,25.62,8,0.012717781588435173
186000,21.88,24.88,8,0.010176438838243484
186500,18.62,21.62,8,0.021069074049592018
187000,19.12,22.12,8,0.012934847734868526
187500,19.75,22.75,8,0.007489205803722143
188000,22.88,25.88,8,0.014738722704350948
188500,15.38,18.38,8,0.009517272934317589
189000,15.5,18.5,8,0.006230558268725872
189500,20.88,23.88,8,0.007983656600117683
190000,17.75,20.75,8,0.007234878838062286
190500,16.75,19.75,8,0.009710444137454033
191000,25.12,28.12,8,0.006653436925262213
191500,18.88,21.88,8,0.013141341507434845
192000,20.0,23.0,8,0.008295348845422268
192500,23.12,26.12,8,0.022203873842954636
193000,16.62,19.62,8,0.02156461775302887
193500,18.12,21.12,8,0.018458817154169083
194000,21.0,24.0,8,0.012715881690382957
194500,23.62,26.62,8,0.008693352341651917
195000,18.38,21.38,8,0.010392936877906322
195500,22.25,25.25,8,0.020494049414992332
196000,21.5,24.5,8,0.006538664922118187
196500,9.12,12.12,8,0.004533285275101662
197000,21.5,24.5,8,0.006415193434804678
197500,18.75,21.75,8,0.00612657330930233
198000,16.0,19.0,8,0.004781624302268028
198500,15.38,18.38,8,0.013272388838231564
199000,18.62,21.62,8,0.005137450061738491
199500,19.62,22.62,8,0.025959689170122147
200000,22.5,25.5,8,0.008879519999027252
